example_id,language,asr_model,source_file,row_index,reference_clean
mix_fastconformer_v1_2_cpt_1850000_0103,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,103,осы шотқа он мың теңге аудара аламын ба номер счёта беріңізші қазір жасаймын
mix_fastconformer_v1_2_cpt_1850000_0104,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,104,бесінші комбода не бар фото не видно темновато здесь
mix_fastconformer_v1_2_cpt_1850000_0105,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,105,кола суық па мұздай болса аламын иначе не хочу
mix_fastconformer_v1_2_cpt_1850000_0106,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,106,ағылшынша доклад болған кезде субтитр болады ма или просто перевод беріңіз
mix_fastconformer_v1_2_cpt_1850000_0107,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,107,менің шотымнан рұқсатсыз ақша кеткен это мошенники срочно көмектесіңізші
mix_fastconformer_v1_2_cpt_1850000_0108,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,108,наггетс жаңа піскен екен горячий хрустящий вот это кайф
mix_fastconformer_v1_2_cpt_1850000_0109,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,109,картошка фриді жаңадан жасап беріңізші мұнысы суық подожду нормально
mix_fastconformer_v1_2_cpt_1850000_0110,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,110,клиентке уәде берілді бірақ команда хабардар емес как так можно это же наша работа
mix_fastconformer_v1_2_cpt_1850000_0111,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,111,осы жерде кездескен адамдармен кейін коллаборация болуы мүмкін очень перспективно выглядит
mix_fastconformer_v1_2_cpt_1850000_0112,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,112,осы конференция жыл сайын өткізіледі екен первый раз келіп едім жақсы ұйымдастырылған
mix_fastconformer_v1_2_cpt_1850000_0113,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,113,пин кодты өзгертуге болады ма старый забыл бірақ паспорт бар қолымда
mix_fastconformer_v1_2_cpt_1850000_0114,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,114,кешкі нетворкингке тіркелуге болады ма бағдарламада бар еді место бар ма
mix_fastconformer_v1_2_cpt_1850000_0115,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,115,осы пунктті повесткадан алып тастаңызшы отдельно обсудим здесь не к месту
mix_fastconformer_v1_2_cpt_1850000_0116,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,116,несие берілмей жатыр причина неде отказ пришёл бірақ без объяснений
mix_fastconformer_v1_2_cpt_1850000_0117,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,117,синхронды аударма жұмыс жасамады переводчик не пришёл ағылшынша доклад түсініксіз болып қалды
mix_fastconformer_v1_2_cpt_1850000_0118,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,118,спикер сұраққа жауап бермеді тему сменил маңызды сұрақ еді обидно
mix_fastconformer_v1_2_cpt_1850000_0119,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,119,карта лимитін арттырды спасибо бірақ ставка да өскен екен не ожидал
mix_fastconformer_v1_2_cpt_1850000_0120,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,120,митинг жазбасы жоғалып кетіпті ғой важные решения там были это катастрофа
mix_fastconformer_v1_2_cpt_1850000_0121,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,121,фидбэк беріңізші осы дизайн бойынша завтра клиентке показывать керек срочно
mix_fastconformer_v1_2_cpt_1850000_0122,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,122,дедлайн қысылып қалды риск бар клиентке заранее хабарлаған жөн
mix_fastconformer_v1_2_cpt_1850000_0123,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,123,роадмап өзгерді приоритеты поменялись команданы хабардар жасау керек
mix_fastconformer_v1_2_cpt_1850000_0124,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,124,менің комбома қандай соус кіреді барбекю болса можно ауыстырып беріңізші
mix_fastconformer_v1_2_cpt_1850000_0125,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,125,спринтте тым көп тапсырма алынды команда жетпей жатыр следующий раз реалистичнее жоспарлайық
mix_fastconformer_v1_2_cpt_1850000_0126,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,126,он бес минут тұрдым наконец то енді тыныш жеуге болады
mix_fastconformer_v1_2_cpt_1850000_0127,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,127,менің аккаунтым бұзылған сияқты подозрительные транзакции бар служба безопасностьқа хабарластым
mix_fastconformer_v1_2_cpt_1850000_0128,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,128,бір порция наггетс неше дана пять или шесть
mix_fastconformer_v1_2_cpt_1850000_0129,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,129,дос осы жерді ұсынды правильно сделал жақсы екен впечатлён
mix_fastconformer_v1_2_cpt_1850000_0130,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,130,осы залда кондиционер тым күшті жұмыс жасайды очень холодно докладты сырт киіммен тыңдадым
mix_fastconformer_v1_2_cpt_1850000_0131,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,131,алдымда неше адам тұр немного тороплюсь жедел маған
mix_fastconformer_v1_2_cpt_1850000_0132,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,132,банкте нотариус бар ма нотариально заверить жасау керек бір нәрсені
mix_fastconformer_v1_2_cpt_1850000_0133,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,133,хакатонға қатысу үшін команда керек пе или соло участие мүмкін бе
mix_fastconformer_v1_2_cpt_1850000_0134,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,134,мынау фри өте дәмді шықты в прошлый раз хуже было жақсарған
mix_fastconformer_v1_2_cpt_1850000_0135,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,135,наггетс жаңа піскен екен горячий хрустящий вот это кайф
mix_fastconformer_v1_2_cpt_1850000_0136,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,136,соңғы доклад өте қызықты болды спикер хорошо объяснил практикалық мысалдар көп болды
mix_fastconformer_v1_2_cpt_1850000_0137,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,137,колада мұз өте көп напиток не чувствуется жарты стакан мұз болды это лишнее
mix_fastconformer_v1_2_cpt_1850000_0138,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,138,рипортты жұмааға дейін дайын жасаңызшы клиентке понедельникте презентация бар
mix_fastconformer_v1_2_cpt_1850000_0139,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,139,мынау чизбургер керемет дәмді екен давно так не ел спасибо поварам
mix_fastconformer_v1_2_cpt_1850000_0140,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,140,митингте шешім қабылданбады всё перенесли уақыт текке кетті обидно
mix_fastconformer_v1_2_cpt_1850000_0141,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,141,осы жерде кездескен адамдармен кейін коллаборация болуы мүмкін очень перспективно выглядит
mix_fastconformer_v1_2_cpt_1850000_0142,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,142,депозиттің пайызы уәде етілгеннен аз болып шықты в договоре другая цифра стоит ғой
mix_fastconformer_v1_2_cpt_1850000_0143,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,143,осы докладшының слайдтарын жіберіп беріңізші телефон нөмірім немесе емейл беріңізші кью ар код арқылы да болады
mix_fastconformer_v1_2_cpt_1850000_0144,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,144,комбо осынша арзан болатынын қайдан білейін отличная цена за такой объём
mix_fastconformer_v1_2_cpt_1850000_0145,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,145,телефон нөмірімді жаңартыңызшы старый уже не работает жаңасы бар қолымда
mix_fastconformer_v1_2_cpt_1850000_0146,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,146,қолданба арқылы заявка жібердім уже неделя прошла никто не перезвонил бұл кәсіпқойлық емес
mix_fastconformer_v1_2_cpt_1850000_0147,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,147,спикер сұраққа жауап бермеді тему сменил маңызды сұрақ еді обидно
mix_fastconformer_v1_2_cpt_1850000_0148,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,148,осы стендте тегін мерч бар екен не ожидал сразу очередь болды дұрыс жасады
mix_fastconformer_v1_2_cpt_1850000_0149,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,149,бұл комбода фри кіре ме на картинке есть бірақ точно білмедім
mix_fastconformer_v1_2_cpt_1850000_0150,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,150,кассадан жоғары сомаға шығаруға болады ма лимит қанша
mix_fastconformer_v1_2_cpt_1850000_0151,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,151,осы технологияны біздің компания да қолдана алатын сияқты надо будет боссқа айтамын
mix_fastconformer_v1_2_cpt_1850000_0152,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,152,осы пунктті повестка бойынша келесі митингке жылжытайық сегодня уақыт жетпейді согласны ма
mix_fastconformer_v1_2_cpt_1850000_0153,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,153,релиз бүгін екен ғой а баглар ещё не пофикшены это проблема
mix_fastconformer_v1_2_cpt_1850000_0154,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,154,конференция залы тым суық екен кондиционер сильно дует куртка алмай келдім зря
mix_fastconformer_v1_2_cpt_1850000_0155,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,155,менің шотымнан рұқсатсыз операция өтіп кетті уже сутки прошли никто не звонит
mix_fastconformer_v1_2_cpt_1850000_0156,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,156,осы залда акустика нашар эхо мешает слушать мікрофон сапасы да нашар двойная проблема
mix_fastconformer_v1_2_cpt_1850000_0157,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,157,менің шотымнан рұқсатсыз ақша кеткен это мошенники срочно көмектесіңізші
mix_fastconformer_v1_2_cpt_1850000_0158,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,158,митинг повесткасы жоқ болып шықты никто не подготовился уақыт текке кетті
mix_fastconformer_v1_2_cpt_1850000_0159,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,159,депозит ашқаныма үш ай болды проценты ещё не начислились бірдеңе дұрыс емес сияқты
mix_fastconformer_v1_2_cpt_1850000_0160,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,160,баяндаманы кім жасайды тағайындалды ма или ещё не решили
mix_fastconformer_v1_2_cpt_1850000_0161,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,161,доклад уақытынан отыз минут ұзаққа созылды следующий пострадал модератор бақылау жасауы керек еді
mix_fastconformer_v1_2_cpt_1850000_0162,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,162,фриде тұз жоқ совсем несолёный осылай беруге болмайды ғой добавьте пожалуйста
mix_fastconformer_v1_2_cpt_1850000_0163,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,163,питч сессиясы қашан стартаптар выступать жасайды деп естідім қызықты
mix_fastconformer_v1_2_cpt_1850000_0164,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,164,джи пи ті туралы бесінші доклад тыңдадым осы жерде каждый раз что то новое узнаю
mix_fastconformer_v1_2_cpt_1850000_0165,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,165,клиентпен митинг өте жақсы өтті довольны остались жаңа фичалар туралы да сөйлестік
mix_fastconformer_v1_2_cpt_1850000_0166,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,166,менің деректерім жария болып кеткен деп хабарлады как это вообще возможно бұл банк қой
mix_fastconformer_v1_2_cpt_1850000_0167,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,167,ипотекаға заявка берем деп жүрмін условия мен процентная ставка қандай айтып беріңізші
mix_fastconformer_v1_2_cpt_1850000_0168,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,168,ретроспектива өтті бірақ никто не выполнил договорённости смысл тогда
mix_fastconformer_v1_2_cpt_1850000_0169,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,169,осы слайдты келесі слайдқа ауыстырыңызшы экранда көрінбей тұр следующий пункт бойынша да айтып өтіңізші
mix_fastconformer_v1_2_cpt_1850000_0170,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,170,осы спикер өте тәжірибелі екен сразу видно слайды да жақсы дайындалған
mix_fastconformer_v1_2_cpt_1850000_0171,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,171,заказ бергеніме отыз минут болды почему так долго фастфуд ғой бұл
mix_fastconformer_v1_2_cpt_1850000_0172,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,172,карта блокировкасы неше күнде алынады заявку вчера подал когда ждать
mix_fastconformer_v1_2_cpt_1850000_0173,mix,fastconformer_v1.2-cpt-1850000,noisy_bench_v1_mix/fastconformer_v1.2-cpt-1850000.tsv,173,команда мүшелерінің жүктемесін тексеріңізші перегруженные есть видно же
mix_whisper_v2_2_ct2_int8_0001,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,1,пепси орнына кола берді по меню пепси болуы керек еді ғой
mix_whisper_v2_2_ct2_int8_0002,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,2,заказ бергеніме отыз минут болды почему так долго фастфуд ғой бұл
mix_whisper_v2_2_ct2_int8_0003,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,3,слайдтар экранда кішкентай болып көрінеді не видно с задних рядов шрифт үлкенірек болуы керек еді
mix_whisper_v2_2_ct2_int8_0004,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,4,осы шотта бөгде адам операция жасай алады ма безопасность интересует маңызды
mix_whisper_v2_2_ct2_int8_0005,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,5,пепси мен фантаның дәмі мұнда өзгешелеу наверное другая смесь бірақ маған ұнайды
mix_whisper_v2_2_ct2_int8_0006,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,6,ағылшынша доклад болған кезде субтитр болады ма или просто перевод беріңіз
mix_whisper_v2_2_ct2_int8_0007,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,7,осы чекке растайтын печать басып беріңізші для налоговой нужно срочно
mix_whisper_v2_2_ct2_int8_0008,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,8,екі стакан кока кола мен бір спрайт беріңізші трубочка жетпей тұр добавьте пожалуйста
mix_whisper_v2_2_ct2_int8_0009,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,9,вай фай осынша баяу екен ғой все подключились наверное невозможно работать
mix_whisper_v2_2_ct2_int8_0010,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,10,осы тапсырманың дедлайны қашан я думал на следующей неделе бірақ уточнить хотел
mix_whisper_v2_2_ct2_int8_0011,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,11,осы апта ішінде үш митинг болды слишком много кейбірін асинхронды жасауға болар еді
mix_whisper_v2_2_ct2_int8_0012,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,12,осы спринтте нагрузка өте жоғары команда устала следующий спринтте обязательно баланс жасайық
mix_whisper_v2_2_ct2_int8_0013,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,13,картаны жоғалтқанда блокировка тез жасалды молодцы жаңа картаны да тез дайындады
mix_whisper_v2_2_ct2_int8_0014,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,14,балам наггетсті өте жақсы көреді каждую неделю сюда келеміз уже традиция
mix_whisper_v2_2_ct2_int8_0015,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,15,ретроспектива өтті бірақ никто не выполнил договорённости смысл тогда
mix_whisper_v2_2_ct2_int8_0016,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,16,сэндвичте ет жоқ болып шықты я заказывал с мясом что за дела
mix_whisper_v2_2_ct2_int8_0017,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,17,комиссия алынды а я ничего не делал откуда списание объясните пожалуйста
mix_whisper_v2_2_ct2_int8_0018,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,18,баяндаманы кім жасайды тағайындалды ма или ещё не решили
mix_whisper_v2_2_ct2_int8_0019,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,19,осы спикер өте тәжірибелі екен сразу видно слайды да жақсы дайындалған
mix_whisper_v2_2_ct2_int8_0020,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,20,фри жаңа піскен екен хрустит горячий вот это да
mix_whisper_v2_2_ct2_int8_0021,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,21,осы жерге бесінші рет келіп отырмын каждый раз чизбургер аламын уже привычка
mix_whisper_v2_2_ct2_int8_0022,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,22,осы воркшопқа заранее регистрация жасау керек пе тіркелмедім кіре аламын ба
mix_whisper_v2_2_ct2_int8_0023,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,23,осы докладтың жазылуы болады ма записать хотел разрешено ма
mix_whisper_v2_2_ct2_int8_0024,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,24,картамды блокировать жасап беріңізші жоғалтып алдым срочно пожалуйста
mix_whisper_v2_2_ct2_int8_0025,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,25,кока коланың мұзы тез еріп кетті здесь жарко кондиционер слабоват
mix_whisper_v2_2_ct2_int8_0026,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,26,картаны перевыпуск жасап беріңізші срок өтіп кетті как долго делается айтыңызшы
mix_whisper_v2_2_ct2_int8_0027,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,27,вай фай тым баяу жұмыс жасайды наверное все подключились офлайн жұмыс жасауға тура келеді
mix_whisper_v2_2_ct2_int8_0028,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,28,осы жердегі ет халал ма просто уточняю маңызды маған
mix_whisper_v2_2_ct2_int8_0029,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,29,комбо осынша арзан болатынын қайдан білейін отличная цена за такой объём
mix_whisper_v2_2_ct2_int8_0030,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,30,мына столда салфетка жоқ сұрасам әкелмейді бұл база ғой ужас
mix_whisper_v2_2_ct2_int8_0031,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,31,комбо меню ыңғайлы екен отдельно заказывать дороже выходит
mix_whisper_v2_2_ct2_int8_0032,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,32,банкоматтан ақша шыққан жоқ а деньги списались уже два дня жауап күтіп жатырмын
mix_whisper_v2_2_ct2_int8_0033,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,33,осы баг айдан бері тұр екен ғой никто не заметил как такое возможно
mix_whisper_v2_2_ct2_int8_0034,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,34,спринт жоспары бекітілді ме или ещё обсуждается
mix_whisper_v2_2_ct2_int8_0035,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,35,осы мәселе бойынша минутс жазып отырыңызшы потом всем пришлите маңызды шешімдер бар
mix_whisper_v2_2_ct2_int8_0036,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,36,наггетс жаңа піскен екен горячий хрустящий вот это кайф
mix_whisper_v2_2_ct2_int8_0037,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,37,осы жерде зарядное устройство жоқ па адаптером да болады просто зарядка нужна
mix_whisper_v2_2_ct2_int8_0038,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,38,роадмап өзгерді приоритеты поменялись команданы хабардар жасау керек
mix_whisper_v2_2_ct2_int8_0039,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,39,пин кодты өзгертуге болмайды деді неге екені безопасность мәселесі ғой бұл
mix_whisper_v2_2_ct2_int8_0040,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,40,ретроспектива үшін бір сағат бөліңізші спринт қорытындысын обсудить жасаймыз
mix_whisper_v2_2_ct2_int8_0041,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,41,питч сессиясы қашан стартаптар выступать жасайды деп естідім қызықты
mix_whisper_v2_2_ct2_int8_0042,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,42,команда мүшесі ауырып қалыпты ғой тапсырмаларды перераспределить жасау керек срочно
mix_whisper_v2_2_ct2_int8_0043,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,43,фри осы жерде всегда хрустит деп естіген едім рас екен попробовал хорошо
mix_whisper_v2_2_ct2_int8_0044,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,44,комбом дайын болса айтып қойыңызшы вон за тем столиком буду сидеть
mix_whisper_v2_2_ct2_int8_0045,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,45,конференция программасы алдын ала жіберілген еді но я не успел прочитать кейін қараймын деп жүрдім
mix_whisper_v2_2_ct2_int8_0046,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,46,переводчик бар ма ағылшынша докладқа казахша немесе орысша синхронный перевод болса жақсы еді
mix_whisper_v2_2_ct2_int8_0047,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,47,осы жерде басқа қалалардан спикерлер бар ма или в основном местные
mix_whisper_v2_2_ct2_int8_0048,mix,whisper-v2.2-ct2-int8,noisy_bench_v1_mix/whisper-v2.2-ct2-int8.tsv,48,колада мұз өте көп напиток не чувствуется жарты стакан мұз болды это лишнее
